_id,end,file,sentence,start,system
63804b17a5b0357522aaa18c,17429,Tasks/junit.html.txt,"By using the errorproperty and failureproperty attributes, it is possible to perform setup work (such as starting an external server), execute the test, clean up, and still fail the build in the event of a failure.",17215,apache-ant-1.10.6
63804b17a5b0357522aaa18d,17519,Tasks/junit.html.txt,The filtertrace attribute condenses error and failure stack traces before reporting them.,17430,apache-ant-1.10.6
63804b17a5b0357522aaa18e,17568,Tasks/junit.html.txt,It works with both the plain and XML formatters.,17520,apache-ant-1.10.6
63804b17a5b0357522aaa18f,17639,Tasks/junit.html.txt,It filters out any lines that begin with the following string patterns:,17569,apache-ant-1.10.6
63804b17a5b0357522aaa190,18162,Tasks/junit.html.txt,The <junit> task supports a nested <classpath> element that represents a path-like_structure.,18069,apache-ant-1.10.6
63804b17a5b0357522aaa191,18268,Tasks/junit.html.txt,"Since Ant 1.7, this classpath may be used to refer to junit.jar as well as your tests and the tested code.",18163,apache-ant-1.10.6
63804b17a5b0357522aaa192,18388,Tasks/junit.html.txt,For example:,18377,apache-ant-1.10.6
63804b17a5b0357522aaa193,18515,Tasks/junit.html.txt,would run the test in a JVM without JIT.,18475,apache-ant-1.10.6
63804b17a5b0357522aaa194,18582,Tasks/junit.html.txt,<jvmarg> allows all attributes described in Command-line_Arguments.,18516,apache-ant-1.10.6
63804b17a5b0357522aaa195,18683,Tasks/junit.html.txt,Use nested <sysproperty> elements to specify system properties required by the class.,18598,apache-ant-1.10.6
63804b17a5b0357522aaa196,18889,Tasks/junit.html.txt,The attributes for this element are the same as for environment_variables.,18816,apache-ant-1.10.6
63804b17a5b0357522aaa197,19067,Tasks/junit.html.txt,would run the test in Ant's JVM and make the basedir property available to the test.,18984,apache-ant-1.10.6
63804b17a5b0357522aaa198,19188,Tasks/junit.html.txt,"Since Ant 1.6
 You can specify a set of properties to be used as system properties with syspropertysets.",19086,apache-ant-1.10.6
63804b17a5b0357522aaa199,19296,Tasks/junit.html.txt,It is possible to specify environment variables to pass to the forked JVM via nested <env> elements.,19196,apache-ant-1.10.6
63804b17a5b0357522aaa19a,19387,Tasks/junit.html.txt,"For a description of the <env> element's attributes, see the description in the exec task.",19297,apache-ant-1.10.6
63804b17a5b0357522aaa19b,19458,Tasks/junit.html.txt,Since Ant 1.6.,19444,apache-ant-1.10.6
63804b17a5b0357522aaa19c,19660,Tasks/junit.html.txt,Since Ant 1.6.,19646,apache-ant-1.10.6
63804b17a5b0357522aaa19d,19776,Tasks/junit.html.txt,Security permissions can be revoked and granted during the execution of the class via a nested permissions element.,19661,apache-ant-1.10.6
63804b17a5b0357522aaa19e,19858,Tasks/junit.html.txt,"For more information please see permissions
 Settings will be ignored if fork=true.",19777,apache-ant-1.10.6
63804b17a5b0357522aaa19f,19887,Tasks/junit.html.txt,Since Ant 1.6.,19873,apache-ant-1.10.6
63804b17a5b0357522aaa1a0,19970,Tasks/junit.html.txt,You can control enablement of Java 1.4 assertions with an <assertions> subelement.,19888,apache-ant-1.10.6
63804b17a5b0357522aaa1a1,20032,Tasks/junit.html.txt,Assertion statements are currently ignored in non-forked mode.,19971,apache-ant-1.10.6
63804b17a5b0357522aaa1a2,20135,Tasks/junit.html.txt,"Since Ant 1.9.8
 The location of modules can be specified using this path-like_structure.",20047,apache-ant-1.10.6
63804b17a5b0357522aaa1a3,20346,Tasks/junit.html.txt,"Since Ant 1.9.8
 The location of modules that replace upgradeable modules in the runtime image can be specified using this path-like_structure.",20204,apache-ant-1.10.6
63804b17a5b0357522aaa1a4,20475,Tasks/junit.html.txt,The results of the tests can be printed in different formats.,20414,apache-ant-1.10.6
63804b17a5b0357522aaa1a5,20670,Tasks/junit.html.txt,The name of the file is determined by the name of the test and can be set by the outfile attribute of <test>.,20561,apache-ant-1.10.6
63804b17a5b0357522aaa1a6,20778,Tasks/junit.html.txt,"There are four predefined formatters—one prints the test results in XML format, the other emits plain text.",20671,apache-ant-1.10.6
63804b17a5b0357522aaa1a7,20932,Tasks/junit.html.txt,"The formatter named brief will only print detailed information for test cases that failed, while plain gives a little statistics line for all test cases.",20779,apache-ant-1.10.6
63804b17a5b0357522aaa1a8,21057,Tasks/junit.html.txt,Custom formatters that need to implement org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter can be specified.,20933,apache-ant-1.10.6
63804b17a5b0357522aaa1a9,21220,Tasks/junit.html.txt,"If you use the XML formatter, it may not include the same output that your tests have written as some characters are illegal in XML documents and will be dropped.",21058,apache-ant-1.10.6
63804b17a5b0357522aaa1aa,21383,Tasks/junit.html.txt,The fourth formatter named failure (since Ant 1.8.0) collects all failing testXXX() methods and creates a new TestCase which delegates only these failing methods.,21221,apache-ant-1.10.6
63804b17a5b0357522aaa1ab,21495,Tasks/junit.html.txt,The name and the location can be specified via Java system property or Ant property ant.junit.failureCollector.,21384,apache-ant-1.10.6
63804b17a5b0357522aaa1ac,21589,Tasks/junit.html.txt,The value has to point to the directory and the name of the resulting class (without suffix).,21496,apache-ant-1.10.6
63804b17a5b0357522aaa1ad,21629,Tasks/junit.html.txt,It defaults to java-tmp-dir/FailedTests.,21590,apache-ant-1.10.6
63804b17a5b0357522aaa1ae,22289,Tasks/junit.html.txt,Defines a single test class.,22262,apache-ant-1.10.6
63804b17a5b0357522aaa1af,30325,Tasks/junit.html.txt,"Classes marked with the JUnit 4 org.junit.runner.RunWith or org.junit.runner.Suite.SuiteClasses annotations are also passed to JUnit for execution, as is any class with a public/protected no-argument suite() method.",30111,apache-ant-1.10.6
63804b17a5b0357522aaa1b0,30397,Tasks/junit.html.txt,Tests can define their own formatters via nested <formatter> elements.,30328,apache-ant-1.10.6
63804b17a5b0357522aaa1b1,30462,Tasks/junit.html.txt,Define a number of tests based on pattern matching.,30411,apache-ant-1.10.6
63804b17a5b0357522aaa1b2,30552,Tasks/junit.html.txt,batchtest collects the included resources from any number of nested resource_collections.,30463,apache-ant-1.10.6
63804b17a5b0357522aaa1b3,30636,Tasks/junit.html.txt,It then generates a test class name for each resource that ends in .java or .class.,30553,apache-ant-1.10.6
63804b17a5b0357522aaa1b4,30753,Tasks/junit.html.txt,"Any type of resource collection is supported as a nested element, prior to Ant 1.7 only <fileset> has been supported.",30637,apache-ant-1.10.6
63804b17a5b0357522aaa1b5,36716,Tasks/junit.html.txt,"Classes marked with the JUnit 4 org.junit.runner.RunWith or org.junit.runner.Suite.SuiteClasses annotations are also passed to JUnit for execution, as is any class with a public/protected no-argument suite() method.",36502,apache-ant-1.10.6
63804b17a5b0357522aaa1b6,36794,Tasks/junit.html.txt,Batch tests can define their own formatters via nested <formatter> elements.,36719,apache-ant-1.10.6
63804b17a5b0357522aaa1b7,37214,Tasks/junit.html.txt,"Since Ant 1.8.0, a special formatter is distributed with Ant that tries to load the testcase that was in the forked JVM and invoke that class' tearDown() method.",37053,apache-ant-1.10.6
63804b17a5b0357522aaa1b8,37259,Tasks/junit.html.txt,This formatter has the following limitations:,37215,apache-ant-1.10.6
63804b17a5b0357522aaa1b9,37455,Tasks/junit.html.txt,"It runs in the same JVM as Ant itself, this is a different JVM than the one that was executing the test and it may see a different classloader (and thus may be unable to load the test class).",37264,apache-ant-1.10.6
63804b17a5b0357522aaa1ba,37574,Tasks/junit.html.txt,It cannot determine which test was run when the timeout/crash occurred if the forked JVM was running multiple tests.,37458,apache-ant-1.10.6
63804b17a5b0357522aaa1bb,37711,Tasks/junit.html.txt,the formatter cannot work with any forkMode other than perTest and it won't do anything if the test class contains a suite() method.,37580,apache-ant-1.10.6
63804b17a5b0357522aaa1bc,37956,Tasks/junit.html.txt,The formatter doesn't have any effect on tests that were not forked or didn't cause timeouts or JVM crashes.,37848,apache-ant-1.10.6
63804b17a5b0357522aaa1bd,38001,Tasks/junit.html.txt,"To enable the formatter, add a formatter like",37957,apache-ant-1.10.6
63804b17a5b0357522aaa1be,38142,Tasks/junit.html.txt,to your junit task.,38124,apache-ant-1.10.6
63804b17a5b0357522aaa1bf,38193,Tasks/junit.html.txt,ant.junit.enabletestlistenerevents magic property,38145,apache-ant-1.10.6
63804b17a5b0357522aaa1c0,38349,Tasks/junit.html.txt,Since Ant 1.8.2 the enableTestListenerEvents attribute of the task controls whether fine grained logging messages will be sent to the task's verbose log.,38196,apache-ant-1.10.6
63804b17a5b0357522aaa1c1,38514,Tasks/junit.html.txt,In addition to this attribute Ant will consult the property ant.junit.enabletestlistenerevents and the value of the property overrides the setting of the attribute.,38350,apache-ant-1.10.6
63804b17a5b0357522aaa1c2,38682,Tasks/junit.html.txt,This property exists so that containers running Ant that depend on the additional logging events can ensure they will be generated even if the build file disables them.,38515,apache-ant-1.10.6
63804b17a5b0357522aaa1c3,38751,Tasks/junit.html.txt,Run the test defined in my.test.TestCase in the same VM.,38695,apache-ant-1.10.6
63804b17a5b0357522aaa1c4,38801,Tasks/junit.html.txt,No output will be generated unless the test fails.,38752,apache-ant-1.10.6
63804b17a5b0357522aaa1c5,38923,Tasks/junit.html.txt,Run the test defined in my.test.TestCase in a separate JVM.,38864,apache-ant-1.10.6
63804b17a5b0357522aaa1c6,38983,Tasks/junit.html.txt,"At the end of the test, a one-line summary will be printed.",38924,apache-ant-1.10.6
63804b17a5b0357522aaa1c7,39056,Tasks/junit.html.txt,A detailed report of the test can be found in TEST-my.test.TestCase.txt.,38984,apache-ant-1.10.6
63804b17a5b0357522aaa1c8,39467,Tasks/junit.html.txt,"In addition to the plain text test results, for this test a XML result will be output to result.xml.",39367,apache-ant-1.10.6
63804b17a5b0357522aaa1c9,39572,Tasks/junit.html.txt,"Then, for each matching file in the directory defined for ${src.tests}, a test is run in a separate JVM.",39468,apache-ant-1.10.6
63804b17a5b0357522aaa1ca,39702,Tasks/junit.html.txt,Results are collected in files named TEST-name.txt and written to ${reports.tests}.,39620,apache-ant-1.10.6
63804b17a5b0357522aaa1cb,40361,Tasks/junit.html.txt,"On the first run, all tests are collected via the <batchtest/> element.",40290,apache-ant-1.10.6
63804b17a5b0357522aaa1cc,40414,Tasks/junit.html.txt,Its plain formatter shows the output on the console.,40362,apache-ant-1.10.6
63804b17a5b0357522aaa1cd,40618,Tasks/junit.html.txt,The failure formatter creates a Java source file in ${build.dir}/failingTests/FailedTests.java which extends junit.framework.TestCase and returns from a suite() method a test suite for the failing tests.,40415,apache-ant-1.10.6
63804b17a5b0357522aaa1ce,40722,Tasks/junit.html.txt,On a second run the collector class exists and instead of the <batchtest/> the single <test/> will run.,40619,apache-ant-1.10.6
63804b17a5b0357522aaa1cf,40765,Tasks/junit.html.txt,So only the failing test cases are re-run.,40723,apache-ant-1.10.6
63804b17a5b0357522aaa1d0,40862,Tasks/junit.html.txt,The two nested formatters are for displaying (for the user) and for updating the collector class.,40766,apache-ant-1.10.6
63804b17a5b0357522aaa1d1,42478,Tasks/junit.html.txt,Run my.test.TestCase as a white-box test in the forked JVM given by the platform.java property.,42383,apache-ant-1.10.6
63804b17a5b0357522aaa1d2,42597,Tasks/junit.html.txt,The JUnit library is a part of an unnamed module while the tested project and required modules are on the module path.,42479,apache-ant-1.10.6
63804b17a5b0357522aaa1d3,42706,Tasks/junit.html.txt,The tests do not have module-info file and are executed in the project module given by module.name property.,42598,apache-ant-1.10.6
63804b17a5b0357522aaa1d4,42832,Tasks/junit.html.txt,The --patch-module Java option executes the tests built into ${build.test.classes} in a module given by module.name property.,42707,apache-ant-1.10.6
63804b17a5b0357522aaa1d5,42889,Tasks/junit.html.txt,The --add-modules Java option enables the tested module.,42833,apache-ant-1.10.6
63804b17a5b0357522aaa1d6,42986,Tasks/junit.html.txt,The --add-reads Java option makes the unnamed module containing JUnit readable by tested module.,42890,apache-ant-1.10.6
63804b17a5b0357522aaa1d7,43112,Tasks/junit.html.txt,The --add-exports Java option makes the non-exported test package my.test accessible from the unnamed module containing JUnit.,42987,apache-ant-1.10.6
63804b17a5b0357522aaa1d8,43789,Tasks/junit.html.txt,Run my.test.TestCase as a black-box test in the forked JVM given by the platform.java property.,43694,apache-ant-1.10.6
63804b17a5b0357522aaa1d9,43839,Tasks/junit.html.txt,The JUnit library is used as an automatic module.,43790,apache-ant-1.10.6
63804b17a5b0357522aaa1da,43900,Tasks/junit.html.txt,The tests' module-info requires the tested module and JUnit.,43840,apache-ant-1.10.6
63804b17a5b0357522aaa1db,43955,Tasks/junit.html.txt,The --add-modules Java option enables the test module.,43901,apache-ant-1.10.6
63804b17a5b0357522aaa1dc,44085,Tasks/junit.html.txt,The --add-exports Java option makes the non-exported test package my.test accessible from the JUnit module and Ant's test runner.,43956,apache-ant-1.10.6
63804b17a5b0357522aaa1dd,44190,Tasks/junit.html.txt,Another possibility is to export the test package in the tests' module-info by exports my.test directive.,44086,apache-ant-1.10.6
63804b17a5b0357522aaa1de,200481,Tasks/ejb.html.txt,Ant provides a number of optional tasks for developing 1.x and 2.x Enterprise_Java_Beans_(EJBs).,200385,apache-ant-1.10.6
63804b17a5b0357522aaa1df,200556,Tasks/ejb.html.txt,In general these tasks are specific to the particular vendor's EJB Server.,200482,apache-ant-1.10.6
63804b17a5b0357522aaa1e0,200932,Tasks/ejb.html.txt,Vendors such as BEA and IBM now provide custom Ant tasks to work with their particular products.,200836,apache-ant-1.10.6
63804b17a5b0357522aaa1e1,200995,Tasks/ejb.html.txt,"More importantly, EJB 3.0 renders this whole process obsolete.",200933,apache-ant-1.10.6
63804b17a5b0357522aaa1e2,201058,Tasks/ejb.html.txt,"Accordingly, development of these tasks is effectively frozen.",200996,apache-ant-1.10.6
63804b17a5b0357522aaa1e3,201180,Tasks/ejb.html.txt,"Bug reports and especially patches are welcome, but there is no pressing need to add support for new application servers.",201059,apache-ant-1.10.6
63804b17a5b0357522aaa1e4,201270,Tasks/ejb.html.txt,Nobody should be writing new EJB 2.x applications and definitely not new EJB 2.x servers.,201181,apache-ant-1.10.6
63804b17a5b0357522aaa1e5,401935,Tasks/ejb.html.txt,ddcreator will compile a set of WebLogic text-based deployment descriptors into a serialized EJB deployment descriptor.,401816,apache-ant-1.10.6
63804b17a5b0357522aaa1e6,402077,Tasks/ejb.html.txt,The selection of which of the text-based descriptors are to be compiled is based on the standard Ant include and exclude selection mechanisms.,401936,apache-ant-1.10.6
63804b17a5b0357522aaa1e7,502943,Tasks/ejb.html.txt,The ejbc task will run WebLogic's ejbc tool.,502899,apache-ant-1.10.6
63804b17a5b0357522aaa1e8,503156,Tasks/ejb.html.txt,"This tool will take a serialized deployment descriptor, examine the various EJB interfaces and bean classes and then generate the required support classes necessary to deploy the bean in a WebLogic EJB container.",502944,apache-ant-1.10.6
63804b17a5b0357522aaa1e9,503280,Tasks/ejb.html.txt,This will include the RMI stubs and skeletons as well as the classes which implement the bean's home and remote interfaces.,503157,apache-ant-1.10.6
63804b17a5b0357522aaa1ea,503370,Tasks/ejb.html.txt,The Ant task which runs this tool is able to compile several beans in a single operation.,503281,apache-ant-1.10.6
63804b17a5b0357522aaa1eb,503462,Tasks/ejb.html.txt,The beans to be compiled are selected by including their serialized deployment descriptors.,503371,apache-ant-1.10.6
63804b17a5b0357522aaa1ec,503575,Tasks/ejb.html.txt,The standard Ant include and exclude constructs can be used to select the deployment descriptors to be included.,503463,apache-ant-1.10.6
63804b17a5b0357522aaa1ed,503690,Tasks/ejb.html.txt,Each descriptor is examined to determine whether the generated classes are out of date and need to be regenerated.,503576,apache-ant-1.10.6
63804b17a5b0357522aaa1ee,503790,Tasks/ejb.html.txt,"The deployment descriptor is de-serialized to discover the home, remote and implementation classes.",503691,apache-ant-1.10.6
63804b17a5b0357522aaa1ef,503881,Tasks/ejb.html.txt,The corresponding source files are determined and checked to see their modification times.,503791,apache-ant-1.10.6
63804b17a5b0357522aaa1f0,504021,Tasks/ejb.html.txt,These times and the modification time of the serialized descriptor itself are compared with the modification time of the generated classes.,503882,apache-ant-1.10.6
63804b17a5b0357522aaa1f1,605751,Tasks/ejb.html.txt,Task to compile EJB stubs and skeletons for the iPlanet Application Server 6.0.,605672,apache-ant-1.10.6
63804b17a5b0357522aaa1f2,605917,Tasks/ejb.html.txt,"Given a standard EJB 1.1 XML descriptor as well as an iAS-specific EJB descriptor, this task will generate the stubs and skeletons required to deploy the EJB to iAS.",605752,apache-ant-1.10.6
63804b17a5b0357522aaa1f3,606041,Tasks/ejb.html.txt,"Since the XML descriptors can include multiple EJBs, this is a convenient way of specifying many EJBs in a single Ant task.",605918,apache-ant-1.10.6
63804b17a5b0357522aaa1f4,606156,Tasks/ejb.html.txt,"For each EJB specified, the task will locate the three classes that comprise the EJB in the destination directory.",606042,apache-ant-1.10.6
63804b17a5b0357522aaa1f5,709495,Tasks/ejb.html.txt,The wlrun task is used to start a WebLogic server.,709445,apache-ant-1.10.6
63804b17a5b0357522aaa1f6,709548,Tasks/ejb.html.txt,The task runs a WebLogic instance in a separate JVM.,709496,apache-ant-1.10.6
63804b17a5b0357522aaa1f7,709631,Tasks/ejb.html.txt,A number of parameters are used to control the operation of the WebLogic instance.,709549,apache-ant-1.10.6
63804b17a5b0357522aaa1f8,709723,Tasks/ejb.html.txt,"Note that the task, and hence Ant, will not complete until the WebLogic instance is stopped.",709632,apache-ant-1.10.6
63804b17a5b0357522aaa1f9,713426,Tasks/ejb.html.txt,The wlrun task supports nested <classpath> and <wlclasspath> elements to set the respective classpaths.,713324,apache-ant-1.10.6
63804b17a5b0357522aaa1fa,713508,Tasks/ejb.html.txt,This example shows the use of wlrun to run a server under WebLogic 5.1,713439,apache-ant-1.10.6
63804b17a5b0357522aaa1fb,713860,Tasks/ejb.html.txt,This example shows wlrun being used to run the petstore server under WebLogic 6.0,713780,apache-ant-1.10.6
63804b17a5b0357522aaa1fc,814198,Tasks/ejb.html.txt,The wlstop task is used to stop a WebLogic instance which is currently running.,814119,apache-ant-1.10.6
63804b17a5b0357522aaa1fd,814271,Tasks/ejb.html.txt,To shut down an instance you must supply both a username and a password.,814199,apache-ant-1.10.6
63804b17a5b0357522aaa1fe,814352,Tasks/ejb.html.txt,These will be stored in the clear in the build script used to stop the instance.,814272,apache-ant-1.10.6
63804b17a5b0357522aaa1ff,814444,Tasks/ejb.html.txt,"For security reasons, this task is therefore only appropriate in a development environment.",814353,apache-ant-1.10.6
63804b17a5b0357522aaa200,814506,Tasks/ejb.html.txt,"This task works for most versions of WebLogic, including 6.0.",814445,apache-ant-1.10.6
63804b17a5b0357522aaa201,814580,Tasks/ejb.html.txt,You need to specify the BEAHome to have this task work correctly under 6.0,814507,apache-ant-1.10.6
63804b17a5b0357522aaa202,815683,Tasks/ejb.html.txt,The classpath of the wlstop task can be set by a <classpath> nested element.,815608,apache-ant-1.10.6
63804b17a5b0357522aaa203,815751,Tasks/ejb.html.txt,This example show the shutdown for a WebLogic 6.0 server,815696,apache-ant-1.10.6
63804b17a5b0357522aaa204,916018,Tasks/ejb.html.txt,This task is designed to support building of EJB jar files (EJB 1.1 & 2.0).,915943,apache-ant-1.10.6
63804b17a5b0357522aaa205,916081,Tasks/ejb.html.txt,Support is currently provided for 'vanilla' EJB jar files—i.e.,916019,apache-ant-1.10.6
63804b17a5b0357522aaa206,916174,Tasks/ejb.html.txt,those containing only the user generated class files and the standard deployment descriptor.,916082,apache-ant-1.10.6
63804b17a5b0357522aaa207,916244,Tasks/ejb.html.txt,Nested elements provide support for vendor specific deployment tools.,916175,apache-ant-1.10.6
63804b17a5b0357522aaa208,916268,Tasks/ejb.html.txt,These currently include:,916245,apache-ant-1.10.6
63804b17a5b0357522aaa209,916690,Tasks/ejb.html.txt,"The task works as a directory scanning task, and performs an action for each deployment descriptor found.",916585,apache-ant-1.10.6
63804b17a5b0357522aaa20a,916841,Tasks/ejb.html.txt,"As such the includes and excludes should be set to ensure that all desired EJB descriptors are found, but no application server descriptors are found.",916691,apache-ant-1.10.6
63804b17a5b0357522aaa20b,916977,Tasks/ejb.html.txt,"For each descriptor found, ejbjar will parse the deployment descriptor to determine the necessary class files which implement the bean.",916842,apache-ant-1.10.6
63804b17a5b0357522aaa20c,917074,Tasks/ejb.html.txt,These files are assembled along with the deployment descriptors into a well formed EJB jar file.,916978,apache-ant-1.10.6
63804b17a5b0357522aaa20d,917187,Tasks/ejb.html.txt,Any support files which need to be included in the generated jar can be added with the <support> nested element.,917075,apache-ant-1.10.6
63804b17a5b0357522aaa20e,917283,Tasks/ejb.html.txt,"For each class included in the jar, ejbjar will scan for any super classes or super interfaces.",917188,apache-ant-1.10.6
63804b17a5b0357522aaa20f,917325,Tasks/ejb.html.txt,These will be added to the generated jar.,917284,apache-ant-1.10.6
63804b17a5b0357522aaa210,917515,Tasks/ejb.html.txt,Such jars are typically used as the input to vendor-specific deployment tools.,917437,apache-ant-1.10.6
63804b17a5b0357522aaa211,917668,Tasks/ejb.html.txt,"For each nested deployment element, a vendor specific deployment tool is run to generate a jar file ready for deployment in that vendor's EJB container.",917516,apache-ant-1.10.6
63804b17a5b0357522aaa212,917901,Tasks/ejb.html.txt,Each deployment tool element will examine its target jar file and determine if it is out of date with respect to the class files and deployment descriptors that make up the bean.,917723,apache-ant-1.10.6
63804b17a5b0357522aaa213,918103,Tasks/ejb.html.txt,The task uses the BCEL library to extract all dependent classes.,918039,apache-ant-1.10.6
63804b17a5b0357522aaa214,918277,Tasks/ejb.html.txt,"This means that, in addition to the classes that are mentioned in the deployment descriptor, any classes that these depend on are also automatically included in the jar file.",918104,apache-ant-1.10.6
63804b17a5b0357522aaa215,918436,Tasks/ejb.html.txt,"Ejbjar handles the processing of multiple beans, and it uses a set of naming conventions to determine the name of the generated EJB jars.",918299,apache-ant-1.10.6
63804b17a5b0357522aaa216,918510,Tasks/ejb.html.txt,The naming convention that is used is controlled by the naming attribute.,918437,apache-ant-1.10.6
63804b17a5b0357522aaa217,918542,Tasks/ejb.html.txt,It supports the following values,918511,apache-ant-1.10.6
63804b17a5b0357522aaa218,918685,Tasks/ejb.html.txt,The name of the generated bean is derived from the name of the deployment descriptor.,918600,apache-ant-1.10.6
63804b17a5b0357522aaa219,918781,Tasks/ejb.html.txt,"For an Account bean, for example, the deployment descriptor would be named Account-ejb-jar.xml.",918686,apache-ant-1.10.6
63804b17a5b0357522aaa21a,918855,Tasks/ejb.html.txt,Vendor specific descriptors are located using the same naming convention.,918782,apache-ant-1.10.6
63804b17a5b0357522aaa21b,918932,Tasks/ejb.html.txt,"The WebLogic bean, for example, would be named Account-weblogic-ejb-jar.xml.",918856,apache-ant-1.10.6
63804b17a5b0357522aaa21c,919113,Tasks/ejb.html.txt,"Under this arrangement, the deployment descriptors can be separated from the code implementing the beans, which can be useful when the same bean code is deployed in separate beans.",918933,apache-ant-1.10.6
63804b17a5b0357522aaa21d,919296,Tasks/ejb.html.txt,"This scheme is useful when you are using one bean per EJB jar and where you may be deploying the same bean classes in different beans, with different deployment characteristics.",919120,apache-ant-1.10.6
63804b17a5b0357522aaa21e,919579,Tasks/ejb.html.txt,"In this situation, the descriptors normally use the generic descriptor names, such as ejb-jar.xml along with any associated vendor specific descriptor names.",919422,apache-ant-1.10.6
63804b17a5b0357522aaa21f,919680,Tasks/ejb.html.txt,"For example, If the value of the <ejb-name> were to be given in the deployment descriptor as follows:",919580,apache-ant-1.10.6
63804b17a5b0357522aaa220,920079,Tasks/ejb.html.txt,"then the name of the generated bean would be Sample.jar
  This scheme is useful where you want to use the standard deployment descriptor names, which may be more compatible with other EJB tools.",919881,apache-ant-1.10.6
63804b17a5b0357522aaa221,920327,Tasks/ejb.html.txt,Again the deployment descriptors typically use the standard filenames.,920257,apache-ant-1.10.6
63804b17a5b0357522aaa222,920556,Tasks/ejb.html.txt,"For example, if the path to the deployment descriptor is /home/user/dev/appserver/dd/sample, then the generated bean will be named sample.jar
  This scheme is also useful when you want to use standard style descriptor names.",920328,apache-ant-1.10.6
63804b17a5b0357522aaa223,920692,Tasks/ejb.html.txt,"It is often most useful when the descriptors are located in the same directory as the bean source code, although that is not mandatory.",920557,apache-ant-1.10.6
63804b17a5b0357522aaa224,920738,Tasks/ejb.html.txt,This scheme can handle multiple beans per jar.,920693,apache-ant-1.10.6
63804b17a5b0357522aaa225,920965,Tasks/ejb.html.txt,In this case the name of the generated jar is specified by the basejarname attribute.,920880,apache-ant-1.10.6
63804b17a5b0357522aaa226,921092,Tasks/ejb.html.txt,"Since all generated beans will have the same name, this task should be only used when each descriptor is in its own directory.",920966,apache-ant-1.10.6
63804b17a5b0357522aaa227,921221,Tasks/ejb.html.txt,This scheme is most appropriate when you are using multiple beans per jar and only process a single deployment descriptor.,921099,apache-ant-1.10.6
63804b17a5b0357522aaa228,921315,Tasks/ejb.html.txt,You typically want to specify the name of the jar and not derive it from the beans in the jar.,921222,apache-ant-1.10.6
63804b17a5b0357522aaa229,921431,Tasks/ejb.html.txt,"In addition to the bean classes, ejbjar is able to ad additional classes to the generated EJB jar.",921333,apache-ant-1.10.6
63804b17a5b0357522aaa22a,921556,Tasks/ejb.html.txt,These classes are typically the support classes which are used by the bean's classes or as parameters to the bean's methods.,921432,apache-ant-1.10.6
63804b17a5b0357522aaa22b,921693,Tasks/ejb.html.txt,"In versions of Ant prior to 1.5, ejbjar used reflection and attempted to add the super classes and super interfaces of the bean classes.",921557,apache-ant-1.10.6
63804b17a5b0357522aaa22c,921770,Tasks/ejb.html.txt,For this technique to work the bean classes had to be loaded into Ant's JVM.,921694,apache-ant-1.10.6
63804b17a5b0357522aaa22d,921826,Tasks/ejb.html.txt,This was not always possible due to class dependencies.,921771,apache-ant-1.10.6
